HID	PA
42739	0
42740	0
42741	0
42742	0
42743	0
42744	0
42745	0
42746	0
42747	1
42748	1
42749	1
42750	1
42751	1
42752	1
42759	1
42760	1
42763	1
42764	1
42765	1
42766	1
42767	1
42768	1
42769	1
42814	0
42815	0
42816	0
42817	0
42818	0
42819	0
42820	0
42821	0
42822	0
42823	0
42824	0
42825	0
42826	0
42827	0
42828	1
42829	1
42830	1
42831	1
42832	1
42833	1
42834	1
42841	1
42844	1
42845	1
42846	1
42847	1
42848	1
42849	1
42850	1
42895	0
42896	0
42897	0
42898	0
42899	0
42900	0
42901	0
42902	0
42903	0
42904	0
42905	0
42906	0
42907	0
42908	1
42909	1
42910	1
42911	1
42912	1
42913	1
42914	1
42915	1
42921	1
42922	1
42925	1
42926	1
42927	1
42928	1
42929	1
42930	1
42931	1
42977	0
42978	0
42979	0
42980	0
42981	0
42982	0
42983	0
42984	0
42985	0
42986	0
42987	0
42988	0
42989	1
42990	1
42991	1
42992	1
42993	1
42994	1
42995	1
42996	1
43003	1
43006	1
43007	1
43008	1
43009	1
43010	1
43011	1
43012	1
43058	0
43059	0
43060	0
43061	0
43062	0
43063	0
43064	0
43065	0
43066	0
43067	0
43068	0
43069	0
43070	0
43071	1
43072	1
43073	1
43074	1
43075	1
43076	1
43077	1
43078	1
43084	1
43085	1
43088	1
43089	1
43090	1
43091	1
43092	1
43093	1
43139	0
43140	0
43141	0
43142	0
43143	0
43144	0
43145	0
43146	0
43147	0
43148	0
43149	0
43150	0
43151	0
43152	0
43153	1
43154	1
43155	1
43156	1
43157	1
43165	1
43168	1
43169	1
43170	1
43171	1
43172	1
43173	1
43174	1
43221	0
43222	0
43223	0
43224	0
43225	0
43226	0
43227	0
43228	0
43229	0
43230	0
43231	0
43232	0
43233	0
43234	0
43235	1
43236	1
43237	1
43238	1
43239	1
43246	1
43247	1
43250	1
43251	1
43252	1
43253	1
43254	1
43255	1
43303	0
43304	0
43305	0
43306	0
43307	0
43308	0
43309	0
43310	0
43311	0
43312	0
43313	0
43314	0
43315	1
43316	1
43317	1
43318	1
43319	1
43320	1
43328	1
43331	1
43332	1
43333	1
43334	1
43335	1
43336	1
43384	0
43385	0
43386	0
43387	0
43388	0
43389	0
43390	0
43391	0
43392	0
43393	0
43394	0
43395	0
43396	1
43397	1
43398	1
43400	1
43404	0
43408	1
43411	1
43412	1
43413	1
43414	1
43415	1
43416	1
43417	1
43466	0
43467	0
43468	0
43469	0
43470	0
43471	0
43472	0
43473	0
43474	0
43475	0
43476	0
43477	0
43478	1
43479	1
43480	1
43489	1
43490	1
43493	1
43494	1
43495	1
43496	1
43497	1
43498	1
43548	0
43549	0
43550	0
43551	0
43552	0
43553	0
43554	0
43555	0
43556	0
43557	0
43558	0
43559	1
43560	1
43561	1
43567	0
43571	1
43574	1
43575	1
43576	1
43577	1
43578	1
43579	1
43629	0
43630	0
43631	0
43632	0
43633	0
43634	0
43635	0
43636	0
43637	0
43638	0
43639	0
43640	1
43641	1
43642	1
43648	0
43651	1
43652	1
43655	1
43656	1
43657	1
43658	1
43659	1
43660	1
43711	0
43712	0
43713	0
43714	0
43715	0
43716	0
43717	0
43718	0
43719	0
43720	0
43721	0
43722	1
43723	1
43729	0
43732	1
43733	1
43736	1
43737	1
43738	1
43739	1
43740	1
43741	1
43793	0
43794	0
43795	0
43796	0
43797	0
43798	0
43799	0
43800	0
43801	0
43802	0
43803	1
43804	1
43805	1
43811	0
43814	1
43815	1
43818	1
43819	1
43820	1
43821	1
43822	1
43874	0
43875	0
43876	0
43877	0
43878	0
43879	0
43880	0
43881	0
43882	0
43883	1
43884	1
43885	1
43891	0
43892	1
43894	1
43898	1
43899	1
43900	1
43901	1
43902	1
43903	1
43956	0
43957	0
43958	0
43959	0
43960	0
43961	0
43962	0
43963	0
43964	1
43965	1
43966	1
43967	1
43972	0
43974	1
43975	1
43977	1
43980	1
43981	1
43982	1
43983	1
43984	1
44037	0
44038	0
44039	0
44040	0
44041	0
44042	0
44043	0
44044	0
44045	1
44046	1
44047	1
44048	1
44056	1
44061	1
44062	1
44063	1
44064	1
44065	1
44118	0
44119	0
44120	0
44121	0
44122	0
44123	0
44124	0
44125	0
44126	1
44127	1
44128	1
44141	1
44142	1
44143	1
44144	1
44145	1
44146	1
44199	0
44200	0
44201	0
44202	0
44203	0
44204	0
44205	0
44206	0
44207	1
44208	1
44209	1
44210	1
44222	1
44223	1
44224	1
44225	1
44226	1
44227	1
44281	0
44282	0
44283	0
44284	0
44285	0
44286	0
44287	0
44288	0
44289	1
44290	1
44291	1
44292	1
44303	1
44304	1
44305	1
44306	1
44307	1
44308	1
44362	0
44363	0
44364	0
44365	0
44366	0
44367	0
44368	0
44369	0
44370	1
44371	1
44372	1
44383	1
44384	1
44385	1
44386	1
44387	1
44388	1
44389	1
44443	0
44444	0
44445	0
44446	0
44447	0
44448	0
44449	0
44450	0
44451	1
44452	1
44453	1
44454	1
44465	1
44466	1
44467	1
44468	1
44469	1
44470	1
44525	0
44526	0
44527	0
44528	0
44529	0
44530	0
44531	0
44532	0
44533	1
44534	1
44535	1
44546	1
44547	1
44548	1
44549	1
44550	1
44551	1
44605	0
44606	0
44607	0
44608	0
44609	0
44610	0
44611	0
44612	0
44613	0
44614	1
44615	1
44616	1
44626	1
44627	1
44628	1
44629	1
44630	1
44631	1
44632	1
44687	0
44688	0
44689	0
44690	0
44691	0
44692	0
44693	0
44694	0
44695	1
44696	1
44697	1
44708	1
44709	1
44710	1
44711	1
44712	1
44713	1
44768	0
44769	0
44770	0
44771	0
44772	0
44773	0
44774	0
44775	0
44776	0
44777	1
44778	1
44779	1
44789	1
44790	1
44791	1
44792	1
44793	1
44794	1
44849	0
44850	0
44851	0
44852	0
44853	0
44854	0
44855	0
44856	0
44857	1
44858	1
44859	1
44870	1
44871	1
44872	1
44873	1
44874	1
44875	1
44930	0
44931	0
44932	0
44933	0
44934	0
44935	0
44936	0
44937	0
44938	0
44939	1
44940	1
44941	0
44951	1
44952	1
44953	1
44954	1
44955	1
44956	1
45012	0
45013	0
45014	0
45015	0
45016	0
45017	0
45018	0
45019	0
45020	0
45021	0
45022	0
45032	1
45033	1
45034	1
45035	1
45036	1
45037	1
45092	0
45093	0
45094	0
45095	0
45096	0
45097	0
45098	0
45099	0
45100	0
45101	0
45102	1
45113	1
45114	1
45115	1
45116	1
45117	1
45118	1
45174	0
45175	0
45176	0
45177	0
45178	0
45179	0
45180	0
45181	0
45182	0
45183	0
45184	0
45194	1
45195	1
