HID	PA
5219	1
5220	1
5221	1
5223	1
5224	1
5225	1
5226	1
5229	1
5231	1
5233	0
5235	0
5236	0
5237	0
5246	1
5248	0
5249	0
5250	0
5251	0
5293	0
5294	0
5295	0
5296	0
5297	0
5298	1
5300	1
5301	1
5302	1
5303	1
5304	1
5305	1
5306	1
5307	1
5310	1
5311	1
5312	1
5315	0
5316	0
5317	0
5318	0
5329	0
5330	0
5331	0
5332	0
5333	0
5375	0
5376	0
5377	0
5378	0
5379	0
5380	1
5382	1
5383	1
5384	1
5386	1
5387	1
5388	1
5389	1
5396	0
5398	0
5399	0
5400	0
5410	0
5411	0
5412	0
5413	0
5414	0
5415	0
5455	0
5456	0
5457	0
5458	0
5459	0
5460	1
5463	1
5464	1
5465	1
5466	1
5467	1
5468	1
5469	1
5470	1
5476	0
5477	0
5478	0
5479	0
5490	1
5491	0
5492	0
5493	0
5494	0
5495	0
5537	0
5538	0
5539	0
5540	0
5541	0
5544	1
5545	1
5546	1
5548	1
5549	1
5550	1
5551	1
5552	1
5555	1
5558	0
5560	0
5562	0
5572	0
5573	0
5574	0
5575	0
5576	0
5577	0
5619	0
5620	0
5621	0
5622	0
5626	1
5627	1
5630	1
5631	1
5632	1
5633	1
5636	1
5637	1
5639	0
5640	0
5641	0
5642	0
5643	0
5644	0
5653	1
5655	1
5656	0
5657	0
5658	0
5700	0
5701	0
5702	0
5703	0
5707	1
5708	1
5711	1
5713	1
5714	1
5717	1
5720	0
5721	0
5722	0
5723	0
5724	0
5725	0
5734	0
5735	1
5736	0
5737	0
5738	0
5739	0
5782	0
5783	0
5784	0
5785	0
5786	0
5788	1
5789	1
5790	1
5794	1
5795	1
5798	1
5799	1
5801	0
5802	0
5803	1
5804	0
5805	0
5806	0
5815	1
5817	1
5818	0
5819	0
5820	0
5821	0
5864	0
5865	0
5866	0
5867	0
5868	0
5869	1
5870	1
5871	1
5872	1
5873	1
5875	1
5876	1
5880	1
5883	0
5884	1
5885	1
5886	0
5887	0
5888	0
5899	1
5900	0
5901	0
5902	0
5903	0
5944	0
5945	0
5946	0
5947	0
5948	0
5949	0
5950	1
5951	1
5952	1
5953	1
5955	1
5957	1
5960	1
5961	1
5963	0
5964	0
5965	1
5966	0
5967	0
5968	0
5979	1
5980	0
5981	0
5982	0
5983	0
6026	0
6027	0
6028	0
6029	0
6030	0
6031	1
6032	1
6033	1
6034	1
6035	1
6037	1
6042	1
6043	1
6045	0
6046	1
6047	1
6048	0
6049	0
6050	0
6060	1
6061	1
6062	0
6063	0
6064	0
6065	0
6108	0
6109	0
6110	0
6111	0
6112	0
6113	1
6114	1
6115	1
6116	1
6117	1
6118	1
6122	1
6124	1
6127	1
6128	1
6129	0
6130	0
6131	0
6141	0
6142	1
6143	0
6144	0
6145	0
6146	0
6147	0
6189	0
6190	0
6191	0
6192	0
6193	0
6194	1
6195	1
6196	1
6197	1
6198	1
6199	1
6203	1
6208	1
6209	1
6210	0
6211	0
6212	0
6222	1
6223	1
6224	0
6225	0
6226	0
6227	0
6271	0
6272	0
6273	0
6274	0
6275	1
6276	1
6277	1
6278	1
6279	1
6280	1
6281	1
6284	1
6286	1
6291	0
6292	0
6293	0
6303	0
6304	1
6305	1
6306	0
6307	0
6308	0
6309	0
6353	0
6354	0
6355	0
6356	0
6357	1
6358	1
6359	1
6360	1
6361	1
6362	1
6363	1
6366	1
6368	1
6371	1
6373	0
6375	0
6385	0
6386	1
6387	1
6388	0
6389	0
6390	0
6434	0
6435	0
6436	0
6437	1
6438	1
6439	1
6440	1
6441	1
6442	1
6443	1
6444	1
6446	1
6448	1
6449	1
6452	1
6455	0
6465	0
6466	1
6467	1
6468	0
6469	0
6470	0
6471	0
6515	0
6516	0
6517	0
6518	1
6519	1
6520	1
6521	1
6522	1
6523	1
6524	1
6525	1
6526	1
6527	1
6530	1
6531	1
6533	1
6534	1
6547	1
6548	1
6549	1
6550	0
6551	0
6552	0
6597	0
6598	0
6599	0
6600	1
6601	1
6602	1
6603	1
6604	1
6605	1
6606	1
6607	1
6608	1
6609	1
6611	1
6612	1
6613	1
6615	1
6629	1
6630	1
6631	1
6632	0
6633	0
6634	0
6677	0
6678	0
6679	0
6680	1
6681	1
6682	1
6683	1
6684	1
6685	1
6686	1
6687	1
6688	1
6689	1
6691	1
6692	1
6693	1
6695	1
6696	1
6709	0
6710	1
6711	1
6712	0
6713	0
6714	0
6759	0
6760	0
6761	0
6762	1
6763	1
6764	1
6765	1
6766	1
6767	1
6768	1
6769	1
6770	1
6771	1
6772	1
6773	1
6774	1
6775	1
6777	1
6791	1
6792	1
6793	0
6794	0
6795	0
6796	0
6840	0
6841	0
6842	0
6843	0
6844	1
6845	1
6846	1
6847	1
6848	1
6849	1
6850	1
6851	1
6852	1
6853	1
6854	1
6855	1
6856	1
6858	1
6859	1
6873	1
6874	0
6875	0
6876	0
6877	0
6921	0
6922	0
6923	0
6924	0
6925	1
6926	1
6927	1
6928	1
6929	1
6930	1
6931	1
6932	1
6933	1
6934	1
6935	1
6936	1
6938	1
6939	1
6954	0
6955	0
6956	0
6957	0
6958	0
7002	0
7003	0
7004	0
7005	0
7006	0
7007	1
7008	1
7009	1
7010	1
7011	1
7012	1
7013	1
7014	1
7015	1
7016	1
7017	1
7018	1
7020	1
7021	1
7035	0
7036	0
7037	0
7038	0
7039	0
7040	0
7084	0
7085	0
7086	0
7087	0
7088	0
7089	1
7090	1
7091	1
7092	1
7093	1
7094	1
7095	1
7096	1
7097	1
7098	1
7099	1
7100	1
7101	1
7102	1
7117	0
7118	0
7119	0
7120	0
7121	0
7122	0
7164	0
7165	0
7166	0
7167	0
7168	0
7169	1
7170	1
7171	1
7172	1
7173	1
7174	1
7175	1
7176	1
7177	1
7178	1
7179	1
7180	1
7181	1
7182	1
7183	1
7198	0
7199	0
7200	0
7201	0
7202	0
7203	0
7246	0
7249	0
